Id,Size (sqft),Number of Bedrooms,Number of Floors,Age of Home,Price (1000s dollars)
8856960050,1820,4,2,46,318.4
4024101478,1910,4,2,47,498.5
1839910470,1540,3,1,69,450.0
3668000670,1430,3,1,52,200.0
1274500420,1010,3,1,72,234.0
8151600470,940,2,1,93,121.8
56000095,2600,3,1,111,805.0
3432500980,2060,4,1,77,410.0
7940700050,1920,3,2,54,475.0
1025039292,2900,4,2,54,1337.5
3438503140,1020,1,1,93,269.0
7558750190,2150,4,2,61,573.0
3395040440,1660,3,2,39,330.0
4338800190,1230,4,1,96,252.75
8682290670,2170,2,1,33,745.0
5113260430,1280,3,1,49,280.0
387000190,2240,4,1,66,535.0
6844703135,1780,4,1,87,580.0
8899000190,1840,3,1,72,301.0
3275760190,1740,4,1,72,600.0
3438500924,3040,5,2,35,538.9
5104530430,2370,3,2,34,366.0
5468770250,2100,4,2,37,303.0
4318200440,1470,3,2,33,432.0
1721800190,1300,2,1,95,300.0
1250202285,3420,3,2,101,908.8
2767602945,1190,3,1,100,500.0
321049090,2080,5,1,81,254.0
4443801495,2180,5,1,116,470.0
3275750290,1460,3,1,73,480.0
2273600460,1530,3,1,57,536.0
8562720420,4740,4,2,34,1349.0
1330900250,1980,3,1,60,550.0
1099600250,1710,3,1,64,260.0
1445200190,1160,2,2,34,284.9
1929300052,2200,3,2,38,740.0
7626200280,1170,2,1,120,425.0
7211402115,1120,3,1,75,230.0
324000280,1710,3,2,114,675.0
8091410080,1650,3,1,54,267.5
6616000010,2840,4,1,88,814.0
1125069102,3310,4,1,51,1250.0
6413600151,1860,3,1,55,460.0
2607720420,2250,3,2,46,445.0
1854900470,2890,3,2,36,715.0
8901000911,2120,3,1,93,425.0
3709600190,2130,4,2,31,370.0
537000255,1170,2,1,103,302.0
4036800170,2120,4,1,84,453.0
5127100190,1280,3,1,71,290.0
1762600190,3170,4,2,52,1035.0
7796100080,2260,4,1,73,925.0
9465910190,2930,3,1,47,600.0
9284801845,1060,3,1,59,354.0
3210200373,1740,4,1,62,204.95
1854900430,2990,4,2,35,675.0
2944000050,3530,4,2,54,995.0
7971300020,2960,5,1,83,800.0
1542800010,1650,3,2,44,472.5
1433500050,2720,4,1,71,549.95
9482700080,1516,3,1,115,575.575
3303870050,4386,4,1,34,545.0
2071700010,2580,3,1,77,340.0
421000430,960,3,1,77,225.0
2787460430,1460,2,1,57,299.95
2436200185,3840,4,2,39,829.9
9542830440,2090,4,2,33,340.0
23500190,2470,4,1,65,515.0
3905030190,2090,4,2,48,601.0
8079050010,2070,3,2,46,470.0
3172600095,1650,3,1,86,371.5
126059242,1880,3,1,60,550.0
2944510080,2060,4,2,45,242.55
7019000050,1410,3,1,79,367.5
7212680460,2770,4,2,44,359.0
5706600170,1390,3,1,56,204.9
3322049005,5440,4,1,71,850.0
7338000950,1280,3,2,55,187.0
3323059027,1720,3,1,82,326.0
3323059027,1720,3,1,82,340.0
5502700005,3040,6,1,89,330.0
7205930050,3780,4,2,39,782.0
1853200190,2670,4,2,41,612.0
2697400020,1350,3,1,76,400.0
226039316,3490,5,2,60,941.5
3126049439,870,2,2,36,313.0
3491300052,2410,4,1,111,735.0
6662410020,1640,3,1,63,471.0
6139100086,1540,3,1,90,350.0
5710610670,2370,4,1,64,530.0
7503000020,1830,4,2,49,415.0
1795920440,2330,4,2,54,639.5
3570000130,2240,4,1,64,580.379
7853340430,1700,2,2,31,378.0
2473380010,1750,3,1,71,265.0
3306300630,1100,3,1,73,212.0
3222049120,2320,4,2,42,400.0
2425059173,2540,4,2,43,750.0
1196000007,3090,5,1,72,384.9
8651402910,770,2,1,71,176.0
3558000130,2370,3,2,38,350.0
3830210020,1200,3,1,63,168.0
7950302210,2200,4,1,132,358.0
1774200190,2660,3,1,65,580.0
3715500170,1600,3,1,63,442.5
2436700655,1330,2,3,36,515.0
5072100095,3440,5,1,82,554.0
305000170,2510,3,2,44,659.0
2570300130,2150,4,1,77,414.999
776600130,1180,3,1,57,275.0
5379802181,680,2,1,89,193.0
9558020380,2840,4,2,38,525.0
3396830020,1820,3,2,55,424.0
7519001825,1070,2,1,132,455.0
2324039069,1250,2,2,97,463.0
1245500950,2190,4,1,80,1100.0
5100404030,3000,3,2,77,523.0
9542000050,2270,4,1,81,615.0
5608000630,4500,4,2,49,1515.0
475001235,3400,5,2,140,870.0
2725069150,2830,3,2,49,710.0
9202000080,960,3,1,73,215.0
225039049,1530,2,1,120,590.0
2212500430,2500,5,1,78,323.0
2473100010,1560,4,1,74,279.0
2795000080,2070,3,1,67,535.1
9541800010,2710,5,1,81,830.0
2619920010,3150,4,2,38,815.0
4046400010,1880,3,1,65,535.9
7642200095,1250,3,1,85,230.0
8899000430,2290,4,1,71,325.5
8944750480,1990,3,2,43,359.0
7852020660,2100,3,2,41,505.0
7789000080,940,3,1,82,253.905
6413100122,1640,3,1,75,369.95
8856960280,1860,3,2,45,350.0
1868901190,2100,4,3,39,650.0
3123039136,1500,3,1,115,295.0
3585300415,1680,3,1,92,620.0
2624089007,3900,2,2,31,1998.0
4338800170,1400,3,1,96,246.0
4046501300,2600,3,1,75,430.0
3331001995,1440,3,2,119,509.99
802000130,1870,4,1,78,490.0
2011400779,2960,4,1,61,385.0
8651610660,2440,4,2,41,769.0
1788900380,1122,2,1,80,185.0
2121000250,1060,3,1,67,303.5
2110900050,2150,4,1,83,468.0
5469503280,3100,4,2,62,449.95
6300000364,880,2,2,41,235.0
2616800050,2490,4,2,55,520.0
1446400648,1080,2,1,89,203.0
4038700380,2530,5,1,80,657.0
9109000050,1200,3,1,86,275.0
9465910380,2850,4,2,49,540.0
1137400460,2950,4,2,35,455.0
2545700020,1160,2,1,99,458.5
3260570290,3420,4,2,37,549.9
5652600185,2240,3,2,117,750.0
7347600507,1450,4,1,78,235.0
1545802850,1820,4,2,51,286.0
3126059027,4700,4,2,82,2650.0
8087800430,2430,4,1,77,602.0
9547200460,1960,3,1,125,640.0
3826501060,1440,3,1,63,267.0
5406500430,2730,4,2,39,712.0
5417600130,910,2,1,117,244.5
5417600130,910,2,1,117,301.0
2138700345,2430,4,2,121,990.0
5611500170,3350,4,2,41,739.999
5700002125,2320,4,1,130,480.0
1473200170,1260,3,3,31,305.0
2922702965,1980,3,1,108,703.3
7895500290,1580,4,2,69,265.0
7338200170,2710,4,2,48,600.0
6929603769,1400,3,1,72,253.0
9429000170,2410,4,2,43,617.95
2114700190,1790,4,2,40,385.0
323049148,1640,3,1,73,319.0
4038700290,1670,3,1,80,696.0
9284802045,970,2,1,108,345.0
3188100007,1610,3,3,38,380.0
1200019,2060,4,1,93,647.5
2616800480,3570,3,2,43,725.0
2310000380,1400,3,1,51,269.95
4054560170,3470,4,2,45,875.0
7972601900,1210,3,1,85,299.95
3391500050,3930,4,2,34,1875.0
8132700190,990,2,1,93,430.0
3904990430,2200,5,2,51,495.0
5469700052,1510,3,1,70,275.0
4006000509,1620,3,1,76,333.0
9269750460,1580,3,2,54,247.0
2721059173,1260,3,1,57,204.555
3981200660,2190,3,1,46,432.0
4012800050,1230,3,1,78,175.0
3275750050,2030,4,1,72,556.3
8572900275,780,2,1,110,286.0
993000950,1110,2,3,40,320.0
426069099,2790,3,2,49,815.0
3276180020,1660,4,1,60,385.0
5700001640,3410,4,2,130,1039.0
9264940130,2390,4,2,53,350.0
7300400670,1850,4,2,42,277.0
4112100101,2500,6,1,74,415.0
6163901381,1000,3,1,89,295.0
7603100020,2450,4,2,121,969.0
4302200415,1440,4,1,93,339.888
3876760430,1660,3,2,44,269.95
3754501235,2510,3,2,34,1185.0
8691330500,3090,4,2,42,780.0
8651401680,860,3,1,72,198.0
8011100050,1220,2,1,87,350.0
3768000280,1010,3,1,73,350.0
1321710460,2390,4,2,50,319.0
8731981680,3340,4,2,67,311.0
7714000250,3620,5,2,36,394.0
1336800010,4200,5,2,134,1335.0
5442300807,3831,5,2,81,2700.0
6190701112,1980,3,1,91,396.0
2680700280,1790,4,1,64,809.0
1025059181,1580,3,1,63,480.0
3856900005,2460,6,1,127,535.0
4302700425,2110,5,2,93,425.0
6824100005,1470,3,3,34,408.0
3625600190,3510,4,2,74,1255.0
7588700177,520,1,1,93,310.0
3303950080,1950,3,2,44,292.0
985000950,770,2,1,98,217.0
8011100005,2250,4,2,35,398.5
5316100980,4040,3,1,110,2250.0
6819100345,2360,4,1,85,700.0
3276930420,2330,4,2,51,585.0
6648900005,1720,3,1,86,399.95
6083000050,1900,3,1,60,235.0
1180008315,1040,3,1,89,212.0
8651510380,2070,3,1,58,310.0
8651510380,2070,3,1,58,539.0
9826701794,1550,3,2,39,390.0
2790400380,2020,3,1,64,560.0
6979940050,3320,5,2,41,800.0
1727001300,4130,4,2,62,1900.0
686100380,2030,5,1,77,472.0
4037400280,1770,3,1,82,502.55
8691400010,3330,4,2,36,830.0
1450300050,2260,4,1,75,224.95
4024101440,1950,3,2,43,375.0
624100010,2930,3,1,57,645.0
9523102580,1960,3,1,114,599.0
7429000130,2980,4,2,44,515.0
7335400345,780,2,1,92,135.0
7215721330,1650,3,2,40,485.0
3117100130,4030,3,2,65,890.0
2868900020,1010,3,1,68,215.0
5703500130,1190,3,1,59,299.5
3025059136,1050,2,1,89,800.0
6679000130,1560,3,2,38,275.0
4222500020,1490,3,1,77,256.4
3997500130,770,2,1,92,310.0
9834201205,620,1,1,86,385.0
806000020,1200,3,1,77,203.0
507100005,2120,4,1,86,285.0
8635760480,2330,3,2,41,473.975
1328330190,2000,3,1,62,320.0
2919702040,2820,5,1,73,599.0
3095000095,2040,3,1,115,580.0
304100010,1700,4,2,41,269.5
617000089,820,2,1,86,274.0
3582750280,1315,2,2,66,347.0
3438500430,1390,3,1,83,270.0
8964800225,1890,3,1,91,1430.0
2013801350,1460,3,1,47,220.0
1320069163,1480,3,1,85,243.0
7549800168,1840,3,1,115,457.5
3226049466,1880,2,1,89,340.0
9822700285,1910,4,1,128,657.5
538000250,2220,4,2,42,332.5
5702450250,1410,3,1,47,340.0
8835900086,3380,4,1,81,350.0
3333002302,1950,4,1,74,428.0
7787120500,2400,4,2,41,515.055
8563010420,1560,3,1,68,450.0
3361400190,1040,3,1,97,190.0
1024039001,3090,4,3,121,1000.0
6806100420,1850,3,2,35,299.0
3204300225,1200,2,2,113,508.0
8857640420,2190,4,2,35,294.0
4443800130,1380,2,1,122,320.0
3449800290,3710,5,2,44,641.0
2426059071,2320,3,1,62,675.0
2618300190,1110,3,1,76,255.0
6181400920,1830,3,2,36,286.651
424069150,2460,4,1,71,607.5
856000255,1270,3,1,84,765.0
1841500050,1700,4,1,79,334.95
3226059071,1130,3,1,88,426.0
524059093,1640,3,1,94,775.0
1568100225,1040,2,1,87,343.0
4027700726,2320,4,2,54,470.101
5198600005,1200,3,1,82,195.0
7677300010,1720,4,1,112,772.5
7979900006,2330,3,1,86,450.0
1102000527,4410,4,3,39,1437.5
1115800440,1650,4,1,70,525.0
9407110680,1370,3,2,60,280.0
6084601060,1770,3,1,54,270.0
993001330,1410,3,3,35,406.1
2475200290,1710,2,1,53,332.544
5381000048,790,2,1,93,110.0
5605000595,2770,6,1,119,685.0
1124000050,1260,4,1,89,461.0
3558900430,2300,3,1,61,615.0
2708100130,1070,2,1,114,550.0
1236300290,3850,4,2,45,1060.0
525069099,2320,3,2,47,685.0
3262300235,2870,5,2,78,1555.0
5104510130,1830,4,2,37,312.0
7197350050,1990,3,1,63,507.5
2822049148,1110,3,1,74,217.0
7558300170,1830,3,1,59,439.0
7852190050,3600,6,2,36,620.0
1277000020,3210,4,2,42,915.0
567000660,1490,4,1,63,425.0
9214400396,990,2,1,93,435.0
9406520290,1646,3,2,44,305.0
2112700895,720,2,1,122,276.0
2474400250,2310,3,2,50,327.5
3889100029,2670,3,2,37,810.0
11501310,3060,3,2,46,715.0
5672000020,1380,3,1,77,272.0
6668900005,700,2,1,91,266.0
2346800005,1710,3,2,96,543.0
2872900050,1450,3,1,56,400.0
4040600190,2060,5,1,79,509.5
7129301578,2380,3,2,43,495.0
3955900500,2760,4,2,39,424.95
7788400170,940,3,1,83,230.0
3831000010,1760,4,1,89,235.0
3885803895,1360,3,1,98,763.0
3810000480,2010,3,2,101,350.0
6169901197,2160,3,2,123,900.0
6882520050,930,3,1,67,250.0
2608300103,1020,3,2,36,225.0
3530400080,1360,2,1,66,255.0
1099760470,1720,4,1,66,161.7
4327600010,1790,3,1,52,336.0
6150200005,1150,3,1,86,410.5
4019300480,2710,4,2,72,502.7
6855100010,2400,3,1,63,505.0
5249801440,1660,3,1,130,250.0
5249801440,1660,3,1,130,570.0
7524350080,2290,4,2,46,349.9
1137800460,2870,3,2,52,465.0
587550280,4240,4,2,51,625.0
871001365,1800,3,1,88,655.0
1430800279,2960,4,1,94,469.0
1226039130,1980,3,1,76,355.0
7254000050,1730,3,2,39,596.0
3530200020,3020,4,2,54,790.0
2386000020,4470,4,2,49,885.0
6738700225,2830,4,2,128,1030.0
6821600005,2120,4,1,99,710.0
3579000010,2150,3,2,52,428.04
9359100101,3510,5,1,81,1370.0
6819100122,970,2,1,116,546.0
3908100020,1360,4,1,89,540.0
6392001950,1470,3,1,55,435.0
2872900280,3040,4,1,56,540.0
6437400101,860,2,1,122,284.0
7227502155,820,2,1,98,208.0
1115100169,1900,3,1,63,315.0
2919702705,1330,2,1,130,417.5
7302000500,1240,3,1,62,345.0
6021503656,1330,3,3,36,375.0
8665200020,1880,3,1,81,389.8
3288301330,1890,3,1,67,475.0
2621700010,2250,4,2,60,569.0
1824079073,4650,5,2,41,985.0
1954440080,1830,3,2,53,532.0
7452500285,720,2,1,89,280.0
7937600380,1960,4,1,77,435.0
5153200651,1220,3,1,88,223.0
2323069022,1800,2,1,93,390.0
1328340380,1340,3,1,59,315.0
2256500005,1740,3,1,58,612.0
9828200545,1680,3,1,118,591.0
686450080,3220,4,2,72,800.0
2571900380,1610,3,1,50,225.0
1026069120,3160,2,2,47,589.9
3882320010,2520,4,1,61,565.0
1377300020,2120,3,1,100,650.0
1124000005,2090,3,2,89,499.0
1151100010,1330,3,1,81,280.0
7997200130,2420,3,1,96,649.95
2419600005,1510,3,1,86,420.0
5727000010,2120,4,2,37,319.99
8656300080,1850,3,1,48,265.0
9517200290,2300,3,1,56,482.0
3123049142,2600,3,1,84,452.0
4139500080,5180,4,2,42,1488.0
6150200280,1810,2,1,97,375.0
6021500840,2190,5,2,100,588.0
8691310420,2500,4,2,42,635.0
1402900380,1890,4,2,43,280.5
2345500010,2040,2,1,55,210.5
3279000460,1310,3,1,61,196.5
723000114,4010,5,2,69,1395.0
5145100080,1780,3,1,63,475.0
8078410280,1980,3,2,53,550.0
3885806105,3690,3,2,33,1580.0
5702380780,1540,3,1,49,240.0
3826000280,1130,3,1,106,272.0
1421079007,2480,3,1,40,408.506
3702900185,2580,3,2,49,640.0
4136880460,2010,4,2,45,316.0
7885100005,2320,4,1,97,299.0
3037200010,1180,2,2,36,447.5
4309710250,3180,4,2,40,736.5
3401700185,2970,4,2,116,665.0
2141300080,3050,5,1,65,707.0
3387800380,1630,4,1,81,215.0
2310000280,1620,3,2,51,275.0
1687900170,2170,4,2,57,648.0
8079000190,2150,4,2,53,415.0
1710400005,1770,3,3,41,690.0
2473420170,2110,4,1,61,320.0
1056200010,1590,3,1,84,750.0
263000359,1370,3,3,35,355.0
6624010170,1390,3,1,65,246.0
824059265,1640,3,1,72,1155.0
2869100080,2670,3,2,54,744.0
203100440,5400,3,2,43,1210.0
9542800290,1690,3,1,63,217.0
3342100780,2600,3,2,42,583.0
475000080,1400,2,1,136,515.0
1562100380,2140,4,1,75,594.0
3878900185,1640,3,1,88,303.1
6791100280,1720,3,1,70,430.0
1926059099,3060,5,2,36,708.0
2881700547,1150,3,1,81,221.0
3260800190,2000,3,2,42,325.0
2954400190,4810,0,2,50,1295.65
7715600050,1560,3,1,96,385.0
3158500460,2070,3,2,27,359.5
4027700797,1920,3,1,56,433.0
9161100460,1000,2,1,92,525.0
8069000216,1690,3,1,112,356.2
3401700255,3090,4,1,66,595.0
4083306720,1790,4,1,117,560.0
6377200010,4750,4,1,64,2175.0
2767601100,2090,4,1,89,513.0
2856100185,680,2,1,139,365.0
3438500797,2100,4,1,76,368.0
6738700275,2840,4,1,128,870.0
1761100190,1470,3,1,56,225.0
713500020,4490,4,2,42,1387.0
5412310170,1150,3,1,57,177.0
7751800080,1460,3,1,84,465.0
1121000414,3150,4,1,64,750.0
4239400920,1090,3,1,71,149.0
9408300380,2670,3,2,59,605.0
6865200095,2110,3,1,113,725.0
6669080010,1770,4,2,33,413.9
1446400670,1510,3,1,102,199.95
203100460,530,1,1,91,400.0
9523102750,2420,3,2,115,870.0
8078570380,2490,5,1,51,292.0
1423800080,990,3,1,74,225.0
9259900010,1730,4,2,83,466.75
4223400050,1440,2,1,62,330.0
686400380,3260,7,2,73,770.0
1102001112,1950,4,1,83,802.5
241900020,2740,5,2,35,378.8
8691300380,2940,3,2,43,795.0
3426049132,1200,3,1,85,460.0
3904901190,2070,3,2,54,567.0
1789900080,1570,3,1,59,209.95
1021049022,1050,2,1,97,415.0
5634500179,1830,4,1,73,424.5
795002455,970,2,1,99,261.0
6666860170,2200,3,2,53,365.0
9828200605,1930,4,1,129,631.0
853200010,7050,5,1,62,3800.0
4449800345,1790,3,2,48,584.0
2522029136,1560,3,1,66,310.0
1149900050,2780,4,2,48,717.0
6908200080,1720,3,2,133,667.0
3395800660,1640,3,1,101,190.0
9414610010,1730,3,1,62,430.0
5379805120,740,2,1,89,213.0
1530900290,2280,3,1,50,475.0
8886000005,2090,2,2,52,649.0
8965400010,2550,3,2,50,715.0
8644210470,3350,4,1,48,845.0
1545805980,2770,3,1,60,390.0
2841500010,2860,4,1,57,390.0
1328330290,1990,4,1,62,328.0
4222100280,1740,3,1,73,239.999
4222200280,1460,3,1,72,225.0
3224510290,3670,3,1,61,920.0
5196420290,3270,4,2,45,940.0
1703900005,1210,3,1,91,465.0
3329530480,1770,3,1,54,241.0
1541700170,1980,4,2,37,307.55
8833510190,2650,4,1,64,490.0
8961970190,3040,4,2,41,647.0
323069120,3640,4,1,41,780.0
8944360170,1810,3,2,48,517.5
2546500020,1380,3,1,74,295.0
1338801060,1810,4,2,114,560.0
3747600050,2250,5,1,110,319.45
327000050,3860,4,2,35,1500.0
1898900280,2380,4,1,41,340.0
1423400005,1370,3,1,82,249.95
9521100585,1830,3,1,114,499.95
2025059150,1440,4,1,73,1038.0
8941500010,2510,4,1,63,750.0
1425069071,3230,4,2,34,875.0
686400670,1670,3,1,73,678.0
2624049073,780,2,1,120,360.0
1523059180,1720,3,1,69,354.9
8016300250,2260,5,1,73,632.0
7694600143,1480,3,1,83,350.0
269000950,2550,3,2,100,990.0
2724079090,3920,4,3,38,1650.0
3342103369,2286,4,2,38,481.0
7104100050,1500,3,1,120,485.0
8944360290,1740,3,2,48,477.0
6072500050,2880,5,1,74,560.0
1066000290,2600,6,1,77,600.0
2817260130,3320,5,2,65,622.5
3582750170,1660,2,2,66,410.0
255370420,1990,3,2,30,318.2
2571910380,1680,3,1,47,289.0
3832150190,1570,3,2,58,263.0
5279100680,1150,3,1,83,240.0
7889601870,1270,3,1,87,281.5
5694001061,1890,3,2,41,587.206
1912100882,1350,2,2,40,482.0
8563020170,1650,3,1,73,485.0
8656800020,1450,3,2,50,309.0
3876540780,1640,3,1,56,221.0
8563030280,2030,3,2,65,700.0
2114300290,2420,5,1,111,411.5
9141100005,2770,4,2,100,285.0
5727500019,1980,4,1,57,395.0
1796360080,1460,2,1,53,237.95
9485800050,1610,3,1,59,680.0
5560000680,1010,2,1,79,199.95
9297300480,2760,4,2,114,765.0
6813600415,1060,2,1,114,515.0
6751300255,1510,3,1,84,470.0
3300700480,880,2,1,103,330.0
5379800446,2150,3,1,72,284.0
9558200080,1660,3,1,41,295.0
6817801150,2160,4,1,59,555.0
1454100005,1370,3,1,91,350.0
104540840,1460,3,1,54,240.0
2207100635,1450,3,1,85,419.9
2489200250,1560,3,1,116,528.0
5130000080,2480,4,1,77,481.0
6150700169,740,2,1,91,304.7
8691350130,2927,4,2,42,715.0
6189200345,2260,4,1,84,738.95
2222059099,1240,3,1,74,215.0
7227800660,2040,6,1,97,300.0
1148000005,1270,3,1,90,346.0
6055000430,4370,4,2,44,473.0
7616200050,1700,3,1,88,500.0
7234601440,1300,2,1,97,750.0
8563020380,1820,4,1,73,519.9
1454100480,880,2,1,91,378.5
5151600285,1870,3,1,83,314.5
2155000480,1350,3,1,72,499.95
1024049024,4870,5,2,111,1735.0
1026069163,2460,3,2,41,630.0
4427100095,1720,4,1,87,360.0
4047200380,2730,2,1,64,460.0
3222049024,1100,3,1,118,361.0
2287000010,1810,3,1,81,713.4
3692900010,930,2,1,122,445.0
320069049,1590,4,1,74,305.0
868002335,2710,3,1,65,1430.0
8945100050,1460,3,1,78,222.0
7853250080,3400,5,2,35,510.0
6713700250,2920,5,2,37,500.0
4232901990,910,2,1,131,605.0
3578401760,1320,3,2,59,393.0
9113200290,2490,4,2,40,725.0
5116000250,2220,3,1,90,320.0
1099600010,1130,4,1,70,210.0
5416500980,2750,4,2,35,419.9
7312100010,2240,4,2,34,410.0
7936000562,2680,3,1,77,721.0
9839300545,1270,2,1,119,605.0
6837700005,1520,3,1,104,738.0
6918720080,2480,6,2,68,725.0
9407001700,960,2,1,63,255.0
1473200130,1340,3,3,31,303.0
4037200585,1090,3,1,83,394.95
5249803870,2240,4,2,91,530.0
9558050170,3740,4,1,36,475.0
1545808110,1800,4,2,42,250.0
1604601155,780,3,1,120,180.0
2754700170,1330,2,1,121,443.5
3622059180,1900,4,1,36,390.0
7201600190,1570,4,1,65,430.0
3450300280,3100,5,2,77,460.0
1036450170,2740,3,2,39,660.0
8965000050,1570,3,1,66,515.0
4354700010,1330,3,1,86,482.5
4057300170,1140,2,2,52,305.0
4217400185,1550,4,1,110,835.0
8155750010,1290,3,1,42,237.0
2159900020,1510,2,2,55,445.0
2487700130,2720,4,1,85,710.0
2085200545,840,3,1,95,180.0
9432900380,1850,3,2,44,280.017
2591850080,2290,4,2,52,436.5
1025049174,3200,4,2,34,1255.0
5628400080,1800,3,1,81,420.0
7657000225,860,3,1,96,205.0
6151800080,1980,3,1,94,570.0
6154900095,2140,4,1,92,565.0
9542800050,2410,2,1,62,287.0
526059224,1650,4,1,63,260.0
526059224,1650,4,1,63,470.0
3275850190,2410,3,2,51,700.0
4137000460,1520,3,1,55,249.0
7936000403,2050,3,1,63,568.0
1175000073,1720,4,1,136,500.0
8645540290,2390,5,1,60,358.0
7137960460,1680,3,2,46,225.0
8805400010,1060,3,1,59,275.5
1036450290,1860,3,2,39,495.0
7613700660,1750,5,1,100,758.8
8648210050,1480,3,1,55,280.0
1565950670,1900,3,2,46,380.5
7159200005,6210,7,2,130,3200.0
8687800010,1440,3,1,82,260.0
4242900285,1910,4,3,26,630.0
7834800225,2010,3,1,125,875.0
5649600225,960,3,1,113,457.5
1959702045,1240,2,1,86,900.0
717000225,870,2,1,86,235.0
792500190,1400,3,2,59,410.0
3820100284,1850,3,1,59,355.0
3629890190,4270,4,2,36,1300.0
6868200029,2260,3,1,92,467.5
8901000143,2690,4,1,91,500.0
2927600630,2780,4,2,62,995.0
3432501315,1140,3,1,84,277.0
5101407250,2900,4,2,93,630.0
3999200780,2830,5,1,80,628.0
2826079145,2560,5,2,45,655.0
1446403145,1240,2,1,90,170.0
5137000170,2100,4,1,73,352.5
2896310420,3120,4,2,43,615.0
1446400725,970,3,1,75,165.0
4030500130,2300,4,2,74,243.5
3319500299,950,2,2,37,304.0
7139800020,2110,3,1,81,369.0
9433000460,2990,4,2,26,779.95
1326049130,2940,4,1,79,605.0
7137960440,1860,4,2,46,292.5
3946900010,1820,2,1,90,500.007
5592050080,1950,4,2,40,449.999
3288020050,1890,4,2,44,355.0
2459000020,2710,4,1,73,258.0
126049167,2150,4,1,77,380.0
1525079069,3720,4,1,37,650.0
1786200010,2580,4,2,37,456.5
5602000275,1540,4,1,92,259.95
1446403617,1050,2,1,76,123.0
2767603649,1210,3,3,26,520.0
3649100387,2040,4,1,77,506.0
5249802660,980,3,1,114,425.0
2592400470,1990,5,2,66,438.0
6448000020,2420,4,1,73,1490.0
1211000185,1240,4,1,132,375.0
7399300780,1530,3,1,72,337.5
984100010,2080,4,1,72,300.0
6127010670,3570,5,2,35,627.0
1245002391,4230,5,2,32,1400.0
3904921100,2700,4,2,52,674.725
2473381150,2200,3,1,63,325.0
9269750010,1210,5,2,58,230.0
1924069071,2140,5,1,78,485.0
2571900430,2740,4,1,47,315.0
8673400052,1370,3,3,37,560.0
5104511630,2800,4,2,38,444.0
3438500168,1060,3,1,63,325.0
1446403850,790,2,1,96,118.125
1446403850,790,2,1,96,212.0
5416500950,2820,4,2,34,428.9
8096600050,1850,3,1,72,510.0
1473000020,1110,3,1,77,416.0
722039049,3230,4,2,41,950.0
2212210660,1460,3,1,60,204.0
6762700020,12050,6,2,130,7700.0
5608010980,3480,4,2,45,878.0
5015001045,3560,4,3,44,1045.0
1005000250,840,2,1,88,350.0
7974700122,1820,3,1,83,659.5
1775910460,1630,3,1,52,395.0
3797300190,1920,4,2,46,308.95
6450300605,1750,3,1,85,410.0
3918400143,2750,4,1,74,710.0
1022049182,620,1,1,64,175.0
3578400780,1720,3,1,59,508.8
6905200050,1800,3,1,111,606.4
303100080,1300,3,1,44,245.1
123039642,1970,3,1,59,540.0
8718500095,1740,3,1,84,415.0
1774000780,1930,4,1,60,469.5
2421039075,1190,3,1,75,195.0
4139470010,4250,4,2,44,1615.0
629800380,4360,4,2,42,1450.0
8965520190,3420,3,1,49,1200.0
925059193,4260,4,2,32,1065.0
1245500250,920,2,1,59,555.5
9828700005,1040,3,1,90,440.0
5101402312,1260,3,1,100,485.0
339200130,2460,3,2,44,693.0
6145602125,830,3,1,98,295.0
9346910500,2060,3,1,64,700.0
7986401305,2210,2,1,89,767.5
922059169,5480,6,2,49,800.0
123059071,1860,3,2,42,440.0
1626069069,1350,3,1,43,600.0
5605000430,2790,4,2,115,1160.0
7640400250,1570,2,1,88,506.0
4477000290,2030,4,1,65,474.95
8127700440,2570,3,1,79,654.0
6822100780,1210,2,1,98,710.0
9195700380,1530,4,1,59,620.0
1425059174,1510,3,2,56,390.0
2155000290,1720,3,1,73,550.0
4058200630,2190,3,1,87,353.0
5561400440,3030,4,1,60,465.0
4178500440,1410,3,1,50,279.9
1923039022,1679,2,2,39,700.0
9412200660,1980,4,1,72,395.0
2780700020,1900,4,2,62,375.0
1868901815,1720,4,1,114,547.0
4022902715,2480,5,2,47,525.0
225039145,1210,3,1,139,285.0
9274203390,1540,2,1,132,570.0
4397000020,2740,3,2,49,409.0
9415950020,1811,4,2,33,260.0
2591830020,2720,4,1,53,348.0
3211200460,1520,4,1,69,389.0
2297400250,2160,4,1,64,445.0
9268200440,1390,3,1,59,400.0
255580190,1740,4,2,41,302.0
6352600680,2849,3,2,39,798.0
1829700050,1440,2,1,90,335.0
7859960250,3000,4,2,35,585.0
6072800170,3330,4,1,79,2500.0
6373000130,1720,4,1,100,555.0
4131900066,3920,3,2,44,3100.0
8965450190,1500,3,2,46,295.0
1311200460,2050,4,1,77,265.0
3764800250,1180,4,1,75,330.0
6607000095,1600,4,2,138,286.0
4358700188,1260,3,3,31,305.0
5101403915,1290,2,1,95,970.0
7844200425,2680,4,1,74,525.0
9407001330,2370,3,1,61,355.0
7905370440,2310,5,1,65,469.95
2202500290,1450,4,1,86,435.0
3374500250,2680,4,2,50,363.5
5244800895,1030,2,1,116,595.0
100100050,1320,3,1,85,275.0
7454001060,670,2,1,98,295.0
7215400280,2670,3,2,50,345.0
203101330,2440,3,2,49,485.0
2450000290,3370,5,2,35,1245.0
